artist,title,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre
Wiz Khalifa;Charlie Puth,See You Again (feat. Charlie Puth),0.689,0.481,0.0815,0.369,1.03e-06,0.0649,0.283,rap
AP Dhillon,Hills,0.779,0.331,0.0794,0.411,0.00577,0.11,0.182,rap
DIVINE,3:59 AM,0.669,0.588,0.339,0.177,0.0,0.179,0.237,rap
Yo Yo Honey Singh,Love Dose,0.843,0.768,0.117,0.256,0.0,0.614,0.662,rap
Arjun Kanungo;Momina Mustehsan,Aaya Na Tu,0.665,0.539,0.0474,0.825,5.85e-06,0.121,0.368,rap
Shubh,Offshore,0.801,0.346,0.252,0.0468,0.00169,0.112,0.653,rap
Imran Khan,Bewafa,0.704,0.563,0.0297,0.594,0.0,0.133,0.0739,rap
Yo Yo Honey Singh,Blue Eyes,0.77,0.51,0.192,0.137,0.000106,0.0346,0.533,rap
Sidhu Moose Wala;AR Paisley,Love Sick (feat. AR Paisley),0.824,0.543,0.209,0.101,0.0,0.178,0.548,rap
AP Dhillon;Shinda Kahlon;Gminxr,Final Thoughts,0.691,0.614,0.0534,0.027,0.106,0.158,0.061,rap
Karan Aujla;YG,Gangsta,0.791,0.687,0.104,0.00665,2.12e-06,0.0986,0.513,rap
Kailash Kher;Paresh Kamath;Naresh Kamath,Saiyyan,0.473,0.562,0.0451,0.65,0.000117,0.12,0.316,rap
Tegi Pannu;Manni Sandhu,Schedule,0.826,0.581,0.21,0.518,2.49e-06,0.0703,0.787,rap
Guri,Nira Ishq,0.703,0.609,0.0444,0.111,0.0,0.0515,0.696,rap
Maninder Buttar,Ik Tera,0.826,0.712,0.0727,0.095,0.0,0.105,0.49,rap
Guru Randhawa;Asees Kaur,"Nain Ta Heere (From ""Jugjugg Jeeyo"")",0.69,0.575,0.124,0.345,0.0,0.309,0.509,rap
MC STAN,Shana Bann,0.674,0.514,0.227,0.0126,0.0,0.158,0.192,rap
MC STAN,Basti Ka Hasti,0.726,0.624,0.382,0.156,0.0,0.601,0.421,rap
Sidhu Moose Wala,East Side Flow,0.767,0.867,0.247,0.109,0.0,0.155,0.786,rap
Anirudh Ravichander;Dhanush;Shruti Haasan,Kannazhaga - The Kiss of Love,0.574,0.496,0.0277,0.431,0.0,0.399,0.61,rap
Sidhu Moose Wala,SYL,0.628,0.703,0.0812,0.0263,0.0,0.26,0.594,rap
DIVINE,Kaam 25 - Sacred Games,0.484,0.948,0.451,0.0473,0.0,0.0565,0.686,rap
Sidhu Moose Wala;Byg Bird,Outlaw,0.727,0.672,0.0426,0.181,0.0,0.189,0.135,rap
Sidhu Moose Wala;Raja Kumari,US (feat. Raja Kumari),0.524,0.601,0.0404,0.663,0.0,0.114,0.598,rap
Maninder Buttar;Zahrah S Khan;Tanishk Bagchi,Sakhiyan2.0,0.817,0.715,0.0484,0.183,0.0,0.214,0.398,rap
Sidhu Moose Wala;Bohemia,These Days (feat. Bohemia),0.73,0.748,0.152,0.0936,0.0,0.282,0.694,rap
The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),0.591,0.764,0.0483,0.0383,0.0,0.103,0.478,rap
Mika Singh;Ali Quli Mirza,Ishqam,0.735,0.839,0.0381,0.129,0.0,0.41,0.609,rap
Tegi Pannu;Manni Sandhu,Untouchable,0.658,0.603,0.0676,0.472,0.0,0.124,0.519,rap
Anirudh Ravichander,Pablo Sandhanam - Background Score,0.843,0.579,0.352,0.278,0.0174,0.384,0.395,rap
Neeraj Shridhar;Kavita Seth,Tum Hi Ho Bandhu,0.715,0.89,0.051,0.00111,0.000837,0.0297,0.891,rap
Anirudh Ravichander;Ravi G;Shashaa Tirupati,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",0.401,0.488,0.0288,0.6,0.0,0.124,0.455,rap
Sachin-Jigar;Rashmeet Kaur;Shamur;IP Singh,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",0.875,0.846,0.0716,0.137,1.15e-05,0.123,0.697,rap
Anirudh Ravichander,"Beast Mode (From ""Beast"")",0.584,0.847,0.0933,0.00105,0.000525,0.333,0.371,rap
Stephen Zechariah;Srinisha Jayaseelan,Adi Penne,0.591,0.648,0.0392,0.449,0.0,0.382,0.423,rap
Anirudh Ravichander,Kanave Kanave,0.47,0.513,0.0294,0.373,6.5e-06,0.123,0.477,rap
Anirudh Ravichander;Ajesh,Idhazhin Oram - The Innocence of Love,0.65,0.783,0.0377,0.22,3.71e-06,0.182,0.302,rap
Anirudh Ravichander;Mohit Chauhan,Po Nee Po - The Pain of Love,0.549,0.619,0.0344,0.372,7.67e-06,0.146,0.407,rap
Drake;Wizkid;Kyla,One Dance,0.788,0.605,0.0578,0.00899,0.00275,0.318,0.427,rap
Coolio;L.V.,Gangsta's Paradise,0.647,0.514,0.0593,0.0655,0.0,0.398,0.386,rap
Ali Gatie,It's You,0.732,0.463,0.0287,0.374,0.0,0.194,0.397,rap
Yo Yo Honey Singh;Millind Gaba;Asli GOLD,Paris Ka Trip,0.814,0.723,0.235,0.178,0.0,0.0445,0.768,rap
DIVINE,Gunehgar,0.643,0.906,0.31,0.105,0.0,0.861,0.541,rap
Ritviz,Liggi,0.786,0.667,0.054,0.0112,0.053,0.074,0.688,rap
Vilen,Ek Raat,0.645,0.534,0.0306,0.147,4.3e-06,0.0858,0.302,rap
Imran Khan,Aaja We Mahiya,0.639,0.594,0.0347,0.131,0.0,0.119,0.378,rap
Guru Randhawa;Sanjoy,Moon Rise,0.756,0.713,0.122,0.365,0.000153,0.228,0.597,rap
Paradox,Jaadugar,0.674,0.566,0.0802,0.77,0.0,0.181,0.186,rap
XXXTENTACION,SAD!,0.74,0.613,0.145,0.258,0.00372,0.123,0.473,rap
Ritviz,Udd Gaye,0.595,0.817,0.0474,0.000712,0.0386,0.142,0.483,rap
Arjun Kanungo;King,Ilzaam (From the Album 'Industry'),0.697,0.66,0.0352,0.472,0.0,0.243,0.301,rap
The Landers,Gustakhiyan,0.824,0.589,0.39,0.257,0.0,0.254,0.565,rap
King,Pablo,0.731,0.73,0.123,0.411,0.0,0.052,0.503,rap
Bhalwaan;Signature By SB,Sift,0.767,0.745,0.0589,0.45,0.0,0.281,0.448,rap
Karan Aujla;KR$NA;Mehar Vaani,Ykwim,0.837,0.575,0.127,0.0361,7.23e-06,0.457,0.655,rap
AP Dhillon;Shinda Kahlon;Gminxr,Arrogant,0.751,0.739,0.045,0.2,0.0,0.0926,0.405,rap
Jass Manak;DIVINE,No Competition,0.868,0.635,0.227,0.164,0.0,0.0898,0.621,rap
Emiway Bantai,GRIND,0.848,0.735,0.0445,0.291,0.0,0.0713,0.57,rap
Jaura Phagwara,Sarkar,0.69,0.399,0.0576,0.202,0.0,0.247,0.311,rap
Badshah;Aastha Gill,Paani Paani,0.886,0.579,0.209,0.236,4.23e-06,0.0586,0.427,rap
Imran Khan,Satisfya,0.726,0.652,0.11,0.00451,3.32e-05,0.226,0.803,rap
Zack Knight;Jasmin Walia,Bom Diggy Diggy,0.782,0.827,0.0627,0.159,0.0,0.226,0.498,rap
Bilal Saeed,Teri Khair Mangdi,0.718,0.58,0.028,0.602,0.0,0.196,0.31,rap
Vilen,Kyun Dhunde,0.711,0.346,0.0291,0.766,0.0,0.212,0.771,rap
Sidhu Moose Wala;Stefflon Don,Invincible (feat. Stefflon Don),0.774,0.672,0.0621,0.276,1.82e-05,0.111,0.307,rap
Sidhu Moose Wala;Tion Wayne,Celebrity Killer (feat. Tion Wayne),0.714,0.72,0.136,0.102,0.0,0.344,0.592,rap
Lil Nas X,MONTERO (Call Me By Your Name),0.593,0.503,0.22,0.293,0.0,0.405,0.71,rap
AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,MAJHE AALE,0.871,0.496,0.0721,0.035,2.83e-05,0.0742,0.287,rap
Sidhu Moose Wala,Bitch I'm Back,0.71,0.772,0.103,0.203,0.0,0.853,0.789,rap
Jordan Sandhu,Freestyle,0.733,0.812,0.272,0.0872,0.0,0.136,0.535,rap
Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",0.821,0.69,0.187,0.0202,0.00398,0.199,0.648,rap
Badshah;Diljit Dosanjh;Aastha Gill,Proper Patola,0.77,0.824,0.0851,0.485,0.0,0.318,0.49,rap
Lil Baby,Emotionally Scarred,0.585,0.641,0.133,0.0286,0.0,0.316,0.266,rap
Lil Baby,In A Minute,0.643,0.605,0.297,0.0336,0.0,0.112,0.145,rap
Future;Lil Uzi Vert,Tic Tac,0.942,0.566,0.226,0.0773,0.0,0.11,0.479,rap
Anirudh Ravichander,"Porkanda Singam (EDM Version) [From ""Vikram""]",0.685,0.755,0.0476,0.102,0.194,0.159,0.422,rap
Lil Baby;Gunna,Drip Too Hard,0.897,0.662,0.292,0.0852,0.0,0.534,0.39,rap
Anirudh Ravichander,Sandhanam Theme - Background Score,0.619,0.84,0.0515,0.082,0.275,0.28,0.0805,rap
Anirudh Ravichander;Vishal Dadlani,Oh Penne,0.483,0.65,0.0349,0.573,2.97e-05,0.228,0.637,rap
Sidhu Moose Wala,Signed to God,0.833,0.67,0.194,0.046,0.0,0.0468,0.7,rap
Lil Baby,All In,0.836,0.649,0.332,0.0716,0.0,0.0943,0.294,rap
Anirudh Ravichander;Ravi G,Porkanda Singam,0.527,0.591,0.0282,0.626,0.00798,0.385,0.543,rap
Hiphop Tamizha,Sakkarakatti,0.607,0.782,0.0856,0.305,0.0,0.062,0.747,rap
Anirudh Ravichander,Wasted,0.651,0.827,0.0319,0.00162,0.0902,0.0803,0.851,rap
Lil Baby;EST Gee,Real As It Gets,0.779,0.705,0.163,0.00471,0.0,0.0971,0.196,rap
Lil Baby;EST Gee,Real As It Gets,0.779,0.705,0.163,0.00471,0.0,0.0971,0.196,rap
Lil Baby;EST Gee,Real As It Gets,0.779,0.705,0.163,0.00471,0.0,0.0971,0.196,rap
Hiphop Tamizha;Raghu Dixit;Sathyaprakash D.;Jithin Raj,Neeyum Naanum Anbe,0.467,0.826,0.049,0.298,0.0,0.204,0.417,rap
French Montana;Swae Lee,Unforgettable,0.726,0.769,0.123,0.0293,0.0101,0.104,0.733,rap
XXXTENTACION,Moonlight,0.921,0.537,0.0804,0.556,0.00404,0.102,0.711,rap
Farasat Anees;Slick Trick;Toshi,BIBA,0.758,0.573,0.0428,0.0888,0.000677,0.0834,0.284,rap
Brodha V,Aathma Raama,0.78,0.758,0.138,0.115,0.0,0.183,0.711,rap
Zack Knight,Nakhre,0.524,0.632,0.0785,0.255,0.0,0.277,0.416,rap
Sidhu Moose Wala;Sunny Malton,Fuck Em All,0.818,0.726,0.216,0.0916,1.01e-06,0.106,0.345,rap
Zack Knight;Nora Fatehi,Dirty Little Secret,0.868,0.572,0.112,0.101,0.0,0.103,0.485,rap
Ritviz;Nucleya,Baaraat,0.678,0.449,0.0869,0.477,0.0,0.536,0.606,rap
DIVINE,Satya,0.598,0.804,0.123,0.0576,0.0,0.252,0.322,rap
Eminem,Without Me,0.908,0.669,0.0738,0.00286,0.0,0.237,0.662,rap
Bilal Saeed;Momina Mustehsan,Baari,0.658,0.539,0.0433,0.857,1.45e-06,0.0999,0.461,rap
The Landers,Rule Over (Putt Jattan Dey),0.681,0.549,0.399,0.66,0.0,0.0936,0.549,rap
King,Dejalo,0.768,0.444,0.0811,0.112,0.00314,0.145,0.563,rap
Imran Khan,Pata Chalgea,0.771,0.69,0.174,0.0267,5.09e-06,0.0647,0.423,rap
Anirudh Ravichander;Dhanush,Why This Kolaveri Di? - The Soup of Love,0.82,0.785,0.158,0.59,1.79e-05,0.372,0.894,rap
Bhalwaan;Signature By SB,Priceless,0.665,0.572,0.262,0.37,0.0,0.282,0.634,rap
Akhil,Bachalo,0.756,0.538,0.0485,0.654,0.0,0.172,0.516,rap
Badshah;Neha Kakkar;Varun Dhawan,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",0.788,0.87,0.177,0.123,1.43e-05,0.0692,0.884,rap
Raftaar;Rashmeet Kaur;Surbhi Jyoti,Ghana Kasoota (feat. Surbhi Jyoti),0.877,0.781,0.0548,0.0315,0.000397,0.239,0.373,rap
MC STAN,Bitch,0.754,0.674,0.102,0.623,0.0,0.129,0.517,rap
Karan Aujla,Oouuu,0.779,0.693,0.0885,0.0832,0.0,0.0874,0.469,rap
MC STAN,Snake,0.707,0.625,0.145,0.709,2.77e-06,0.298,0.477,rap
Kanika Kapoor;Devi Sri Prasad,"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")",0.922,0.763,0.0974,0.261,0.0672,0.464,0.478,rap
Sidhu Moose Wala;Sunny Malton,Youngest In Charge,0.595,0.689,0.283,0.00463,0.0,0.154,0.519,rap
Sidhu Moose Wala,GOAT,0.724,0.728,0.218,0.0459,5.84e-06,0.122,0.47,rap
Daddy Yankee;Plan B,Sábado Rebelde,0.771,0.905,0.155,0.11,7.46e-06,0.656,0.858,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee;Bad Bunny,Vuelve,0.734,0.531,0.0321,0.196,0.0,0.119,0.199,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Sidhu Moose Wala;Mr. Capone-E,Bloodlust (feat. Mr. Capone-E),0.552,0.667,0.333,0.0381,0.0,0.0777,0.348,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee;El Alfa;Lil Jon,BOMBÓN,0.843,0.789,0.247,0.0028,2.41e-05,0.0322,0.571,rap
Anirudh Ravichander;Ananthakrrishnan,"So Baby (From ""Doctor"")",0.607,0.843,0.218,0.103,4.42e-05,0.107,0.582,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee;Sech,Definitivamente,0.812,0.764,0.101,0.59,0.0,0.253,0.431,rap
Anirudh Ravichander;Jonita Gandhi,"Chellamma (From ""Doctor"")",0.498,0.679,0.214,0.256,0.000325,0.0589,0.743,rap
Daddy Yankee;Wisin & Yandel,Si Supieras,0.691,0.894,0.115,0.291,0.0,0.104,0.623,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee,Limbo,0.805,0.878,0.0864,0.0754,0.00329,0.0656,0.922,rap
Daddy Yankee;Myke Towers;Jhayco,SÚBELE EL VOLUMEN,0.83,0.623,0.0801,0.0219,0.0,0.0812,0.614,rap
Hiphop Tamizha;Teejay;Al Rufian,Kadhal Oru Aagayam,0.488,0.585,0.0263,0.664,0.0,0.386,0.399,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee;Wisin & Yandel,Si Supieras,0.691,0.894,0.115,0.291,0.0,0.104,0.623,rap
Daddy Yankee,Limbo,0.805,0.878,0.0864,0.0754,0.00329,0.0656,0.922,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee;Nicky Jam;Plan B;Rome & Urba,Shaky Shaky - Remix,0.813,0.786,0.154,0.107,0.0,0.238,0.828,rap
Daddy Yankee,Pasarela,0.839,0.907,0.0453,0.101,0.0,0.332,0.737,rap
Daddy Yankee;Divino,Nada Ha Cambiao’,0.735,0.906,0.11,0.0342,0.0,0.292,0.71,rap
Daddy Yankee,Dura,0.783,0.84,0.051,0.174,0.0,0.412,0.838,rap
Future,Mask Off,0.833,0.434,0.431,0.0102,0.0219,0.165,0.281,rap
XXXTENTACION,Jocelyn Flores,0.872,0.391,0.242,0.469,4.13e-06,0.297,0.437,rap
The Local Train,Choo Lo,0.512,0.695,0.0271,0.0265,0.00815,0.146,0.351,rap
Drake;21 Savage,Jimmy Cooks (feat. 21 Savage),0.529,0.673,0.175,0.000307,2.41e-06,0.093,0.366,rap
Yo Yo Honey Singh,Dheere Dheere,0.73,0.58,0.124,0.0399,2.48e-05,0.0703,0.55,rap
Masked Wolf,Astronaut In The Ocean,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,rap
AP Dhillon;Gurinder Gill;Money Musik;AR Paisley,Takeover,0.788,0.752,0.0843,0.0711,0.0,0.61,0.236,rap
King,Na Ja Tu,0.815,0.427,0.082,0.59,0.0,0.0648,0.167,rap
AP Dhillon;Gurinder Gill;Gminxr,Droptop,0.899,0.479,0.272,0.0126,0.0,0.142,0.309,rap
King,Sinner,0.731,0.694,0.0896,0.721,0.0,0.154,0.656,rap
King,Champagne Talk,0.677,0.68,0.103,0.0616,4.49e-05,0.0812,0.473,rap
Sidhu Moose Wala;Byg Byrd,"Dollar - From ""Dakuaan Da Munda""",0.612,0.829,0.0583,0.0606,0.0,0.38,0.694,rap
Daddy Yankee;Plan B,Sábado Rebelde,0.771,0.905,0.155,0.11,7.46e-06,0.656,0.858,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Eminem,The Real Slim Shady,0.949,0.661,0.0572,0.0302,0.0,0.0454,0.76,rap
XXXTENTACION,SAD!,0.74,0.613,0.145,0.258,0.00372,0.123,0.473,rap
King,IICONIC,0.549,0.751,0.179,0.637,0.0,0.113,0.164,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee;Bad Bunny,Vuelve,0.734,0.531,0.0321,0.196,0.0,0.119,0.199,rap
Daddy Yankee;El Alfa;Lil Jon,BOMBÓN,0.843,0.789,0.247,0.0028,2.41e-05,0.0322,0.571,rap
Daddy Yankee;Bad Bunny,Vuelve,0.734,0.531,0.0321,0.196,0.0,0.119,0.199,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Sidhu Moose Wala;The Kidd,"Hathyar - From ""Sikander 2""",0.537,0.768,0.177,0.139,0.0,0.108,0.508,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee;Wisin & Yandel,Si Supieras,0.691,0.894,0.115,0.291,0.0,0.104,0.623,rap
Daddy Yankee;Snow,Con Calma,0.737,0.86,0.0594,0.11,1.94e-06,0.0574,0.656,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee,Dura,0.783,0.84,0.051,0.174,0.0,0.412,0.838,rap
Anirudh Ravichander;Jonita Gandhi,Private Party,0.861,0.886,0.122,0.182,1.29e-06,0.0559,0.898,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,rap
Daddy Yankee;Nicky Jam;Plan B;Rome & Urba,Shaky Shaky - Remix,0.813,0.786,0.154,0.107,0.0,0.238,0.828,rap
Daddy Yankee,Limbo,0.805,0.878,0.0864,0.0754,0.00329,0.0656,0.922,rap
Daddy Yankee,Limbo,0.805,0.878,0.0864,0.0754,0.00329,0.0656,0.922,rap
Daddy Yankee;Wisin & Yandel,Si Supieras,0.691,0.894,0.115,0.291,0.0,0.104,0.623,rap
Daddy Yankee,Lovumba,0.73,0.939,0.0532,0.0347,0.0,0.335,0.939,rap
Daddy Yankee,La Nueva Y La Ex,0.639,0.943,0.136,0.0462,0.0,0.141,0.639,rap
Hiphop Tamizha;Kaushik Krish;Padmalatha,Kannala Kannala - The Melting Point of Love,0.593,0.776,0.0325,0.216,2.94e-05,0.329,0.634,rap
Daddy Yankee,Shaky Shaky,0.899,0.626,0.292,0.076,0.0,0.0631,0.873,rap
Daddy Yankee,Hula Hoop,0.799,0.818,0.0801,0.113,0.00315,0.0942,0.951,rap
Daddy Yankee;Natalia Jiménez,La Noche De Los Dos,0.762,0.79,0.0988,0.109,2.73e-06,0.172,0.748,rap
Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura - Remix,0.772,0.803,0.0468,0.187,0.0,0.434,0.853,rap
Daddy Yankee,Sígueme Y Te Sigo,0.736,0.878,0.0428,0.0682,6.4e-05,0.756,0.662,rap
Daddy Yankee,Sígueme Y Te Sigo,0.736,0.878,0.0428,0.0682,6.4e-05,0.756,0.662,rap
Drake,God's Plan,0.754,0.449,0.109,0.0332,8.29e-05,0.552,0.357,rap
Lil Nas X,Old Town Road,0.907,0.53,0.127,0.0578,2.23e-06,0.101,0.507,rap
Yo Yo Honey Singh,Brown Rang,0.804,0.902,0.0846,0.265,0.000402,0.065,0.72,rap
XXXTENTACION,Look At Me!,0.763,0.726,0.282,0.259,0.0,0.0976,0.349,rap
Lil Nas X,MONTERO (Call Me By Your Name),0.61,0.508,0.152,0.297,0.0,0.384,0.758,rap
KR$NA,Machayenge 4,0.833,0.8,0.298,0.262,0.0,0.435,0.685,rap
AP Dhillon;Gurinder Gill;Manni Sandhu,Majhail,0.811,0.844,0.0898,0.31,0.0,0.731,0.889,rap
Vishal Dadlani,Jee Le Zaraa,0.584,0.698,0.0376,0.447,0.0,0.0699,0.436,rap
King,Pablo,0.731,0.73,0.123,0.411,0.0,0.052,0.503,rap
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),0.637,0.715,0.0455,0.148,0.0,0.0892,0.308,rap
King,OOPS,0.918,0.673,0.184,0.314,0.0,0.0555,0.828,rap
PSY;SUGA,That That (prod. & feat. SUGA of BTS),0.905,0.962,0.0856,0.0299,0.0,0.0272,0.906,rap
KR$NA,No Cap,0.888,0.782,0.21,0.23,0.0,0.315,0.82,rap
Tegi Pannu;Manni Sandhu,Fully Loaded,0.783,0.607,0.133,0.091,0.0,0.0986,0.862,rap
Varinder Brar,12 Bande,0.706,0.693,0.259,0.0123,0.0,0.346,0.838,rap
MC STAN,Broke Is A Joke,0.74,0.648,0.0374,0.659,0.0,0.11,0.4,rap
King,Broken Dreams,0.859,0.599,0.145,0.511,0.0,0.11,0.183,rap
Sidhu Moose Wala,Death Route,0.699,0.633,0.139,0.397,0.0,0.0864,0.534,rap
Benny Dayal;Shalmali Kholgade;Pritam,Lat Lag Gayee,0.79,0.892,0.0404,0.228,1.18e-06,0.206,0.896,rap
Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),0.741,0.691,0.0672,0.0221,0.0,0.0476,0.892,rap
Rav Aulakh,Lethal,0.781,0.768,0.183,0.744,5.92e-06,0.11,0.816,rap
Sidhu Moose Wala,Jaat Da Muqabala,0.716,0.934,0.0448,0.0561,7.33e-06,0.147,0.749,rap
Sidhu Moose Wala,Dawood,0.664,0.834,0.0846,0.0326,0.0,0.273,0.47,rap
King,Me & Me,0.82,0.491,0.28,0.237,0.0,0.102,0.547,rap
Tegi Pannu;Manni Sandhu,Into You,0.72,0.711,0.0457,0.309,0.0,0.492,0.713,rap
Anirudh Ravichander;Shweta Mohan,Enna Solla - The New Life of Tamizh,0.621,0.515,0.0453,0.616,0.000137,0.11,0.657,rap
Ranveer Singh;Dub Sharma;DIVINE,Apna Time Aayega,0.766,0.618,0.124,0.0187,0.000115,0.181,0.513,rap
Eminem;Nate Dogg,Till I Collapse,0.548,0.847,0.186,0.0622,0.0,0.0816,0.1,rap
Vilen,Aankhein,0.416,0.363,0.0294,0.512,1.3e-05,0.106,0.469,rap
Wazir Patar;Azaad,Pind Da Riwaaz,0.904,0.767,0.232,0.0457,9.17e-06,0.072,0.656,rap
Daler Mehndi;Hrishikesh;Neuman;FRANCO;Shazneen Arethna;Samantha;Sunayana,Aasman Ko Chukar,0.536,0.438,0.103,0.119,0.0,0.129,0.127,rap
Karan Aujla,Game Over,0.846,0.573,0.0633,0.0437,0.0,0.0856,0.553,rap
Sidhu Moose Wala;Shooter Kahlon,Satisfy,0.683,0.8,0.168,0.431,0.0,0.357,0.748,rap
Sidhu Moose Wala,Built Different,0.739,0.706,0.0487,0.141,0.0,0.299,0.784,rap
Mugen Rao;Prashan Sean,Pogiren,0.455,0.774,0.0569,0.843,0.0,0.131,0.215,rap
Badshah,She Move It Like,0.832,0.477,0.0481,0.00725,6.47e-05,0.205,0.844,rap
Sidhu Moose Wala,Legend,0.754,0.845,0.161,0.126,0.0,0.603,0.793,rap
Anirudh Ravichander,"Enakenna Yaarum Illaye (From ""Aakko"")",0.571,0.818,0.0857,0.0966,0.0,0.16,0.781,rap
Sidhu Moose Wala,"Jailaan (From ""Moosa Jatt"")",0.593,0.791,0.165,0.0343,0.0,0.0654,0.881,rap
Anirudh Ravichander;Dhanush,Po Indru Neeyaga,0.489,0.595,0.0273,0.262,0.0,0.0813,0.459,rap
Anirudh Ravichander;Yuvan Shankar Raja,Andha Kanna Paathaakaa,0.747,0.86,0.279,0.301,0.0383,0.0743,0.625,rap
Sidhu Moose Wala;Sonam Bajwa,Brown Shortie (feat. Sonam Bajwa),0.794,0.862,0.223,0.246,0.0,0.337,0.852,rap
Ajay-Atul;Ajay Gogavale,Deva Shree Ganesha,0.34,0.96,0.0802,0.238,4.32e-06,0.0378,0.475,rap
Sidhu Moose Wala,Burberry,0.681,0.738,0.287,0.225,0.0,0.532,0.624,rap
Sidhu Moose Wala,Malwa Block,0.494,0.786,0.284,0.165,0.0,0.783,0.594,rap
Anirudh Ravichander;Dhanush;Shruti Haasan,Kannuladha - The Kiss of Love,0.592,0.548,0.0282,0.436,1.59e-05,0.296,0.583,rap
Sidhu Moose Wala;Sikander Kahlon,Racks and Rounds (feat. Sikander Kahlon),0.657,0.836,0.127,0.376,0.0,0.0919,0.837,rap
Anirudh Ravichander;Shakthisree Gopalan,Yaanji,0.692,0.624,0.0337,0.368,0.0,0.108,0.487,rap
Anirudh Ravichander;Anthony Daasan,Dippam Dappam,0.828,0.719,0.106,0.0919,0.000488,0.051,0.748,rap
Stephen Zechariah;Saindhavi,Nesamaguren,0.413,0.419,0.0314,0.602,0.000113,0.13,0.264,rap
Drake;Wizkid;Kyla,One Dance,0.792,0.625,0.0536,0.00776,0.0018,0.329,0.37,rap
Eminem;Dido,Stan,0.78,0.768,0.238,0.0371,2.34e-06,0.518,0.507,rap
Kailash Kher;Paresh Kamath;Naresh Kamath,Teri Deewani,0.447,0.6,0.0332,0.324,0.0,0.0962,0.434,rap
Travis Scott;HVME,Goosebumps - Remix,0.841,0.593,0.0379,0.418,0.0,0.124,0.808,rap
Sidhu Moose Wala;The PropheC,Sohne Lagde,0.589,0.716,0.145,0.354,0.0,0.109,0.327,rap
Ajey Nagar (CarryMinati);Wily Frenzy,Yalgaar,0.726,0.818,0.176,0.538,1.01e-06,0.111,0.812,rap
